brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
长安启源,长安启源A05,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/90024992da744ec1a944c8bca7fb6a3d~tplv-resize:640:0.png,5041,"[10.99, 7.89]",长安启源,112,紧凑型车,插电式混合动力,2024.04,3年或15万公里
长安,长安UNI-Z PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b9b0c69241984c2a9a06d1245041668f~tplv-resize:640:0.png,4999,"[13.19, 11.79]",长安汽车,113,紧凑型SUV,插电式混合动力,2024.03,3年或10万公里
奇瑞,风云T9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/987f70ca6b3c413da98a13edc41e2ae4~tplv-resize:640:0.png,4990,"[16.99, 12.99]",奇瑞汽车,114,中型SUV,插电式混合动力,2024.05,不限年限/里程(责任免除条款以官方为准)
别克,别克GL8,https://p3-dcd.byteimg.com/img/motor-mis-img/1b5d71c459535ea55476f5dd7a91be6c~tplv-resize:640:0.png,4962,"[42.89, 19.49]",上汽通用别克,115,中大型MPV,48V轻混系统,2023.02,3年或10万公里
丰田,亚洲龙,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b47ec0be1ba940aa8e02b93784b6949e~tplv-resize:640:0.png,4890,"[24.48, 14.38]",一汽丰田,116,中型车,汽油,2024.07,3年或10万公里
大众,途岳,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7af39d3a968446848f32b453d0211164~tplv-resize:640:0.png,4882,"[17.06, 10.99]",上汽大众,117,紧凑型SUV,汽油,2024.03,3年或10万公里
凯迪拉克,凯迪拉克CT5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/293217d96dd84452b6267df0dd6df9cf~tplv-resize:640:0.png,4817,"[27.17, 20.97]",上汽通用凯迪拉克,118,中型车,汽油,2023.12,3年不限公里
长安,长安UNI-V,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/16e21ac894654caebd0997e976d3bebf~tplv-resize:640:0.png,4747,"[12.19, 9.69]",长安汽车,119,紧凑型车,汽油,2024.03,3年或10万公里
丰田,雷凌,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4be933594d45455592d516c912d27b69~tplv-resize:640:0.png,4643,"[10.88, 7.38]",广汽丰田,120,紧凑型车,汽油,2024.03,3年或10万公里
欧拉,欧拉好猫,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b7dd2877811e486883e29a75d068e916~tplv-resize:640:0.png,4578,"[13.28, 10.28]",长城汽车,121,小型车,纯电动,2024.04,4年或15万公里
奔驰,奔驰GLB,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/05ab32d0a1b6462fa97ed1ecb0b2b183~tplv-resize:640:0.png,4563,"[24.29, 18.8]",北京奔驰,122,紧凑型SUV,汽油,2023.08,3年不限公里
大众,凌渡,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/72aad906601447f59df191ebb8522c58~tplv-resize:640:0.png,4561,"[14.89, 10.19]",上汽大众,123,紧凑型车,汽油,2023.08,3年或10万公里
捷途,捷途山海T2,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/aa7a7ac338c74ce58dc6939b43be91fa~tplv-resize:640:0.png,4556,"[20.99, 17.99]",奇瑞汽车,124,紧凑型SUV,插电式混合动力,2024.04,4年或10万公里
大众,途昂,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/11058259bf244362a9825e01c0c1d177~tplv-resize:640:0.png,4540,"[32.9, 19.9]",上汽大众,125,中大型SUV,汽油,2023.09,3年或10万公里
哈弗,哈弗猛龙,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a9dc9e5ea72d414cb832108cf2404eef~tplv-resize:640:0.png,4465,"[18.88, 13.58]",长城汽车,126,紧凑型SUV,插电式混合动力,2024.04,6年或15万公里
五菱汽车,五菱星光PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1abac11028e24418a06fdf357476c3dc~tplv-resize:640:0.png,4456,"[10.58, 7.98]",上汽通用五菱,127,紧凑型车,插电式混合动力,2024.04,6年或15万公里
极氪,ZEEKR 007,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/10b260a927194414be47fa16742262fb~tplv-resize:640:0.png,4316,"[29.99, 20.99]",极氪,128,中型车,纯电动,2024.04,4年或10万公里
奇瑞,瑞虎9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/caa1cbaa09cb482696fed72e71514aaa~tplv-resize:640:0.png,4277,"[19.49, 13.79]",奇瑞汽车,129,中型SUV,汽油,2024.04,3年或10万公里
广汽传祺,传祺M6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f64608b8a07c4434b2bc00a55ecb48b3~tplv-resize:640:0.png,4227,"[14.98, 10.98]",广汽乘用车,130,紧凑型MPV,汽油,2024.05,3年或10万公里
长安启源,长安启源Q05,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d89973a091064602a82752ce8274ef5a~tplv-resize:640:0.png,4196,"[11.39, 9.19]",长安启源,131,紧凑型SUV,插电式混合动力,2023.12,3年或15万公里
iCAR,iCAR 03,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/82dbd5e3acb94713afb3cb4da2dfaa68~tplv-resize:640:0.png,4195,"[16.98, 10.98]",奇瑞新能源,132,紧凑型SUV,纯电动,2024.02,4年或12万公里
丰田,皇冠陆放,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6a54e46c78d64ba591d90dcaeeef96d7~tplv-resize:640:0.png,4190,"[29.48, 21.98]",一汽丰田,133,中型SUV,油电混合,2024.05,3年或10万公里
本田,英仕派,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/068adb9f4c04421fae8d8a372bc5cf0e~tplv-resize:640:0.png,3975,"[17.78, 13.08]",东风本田,141,中型车,汽油,2024.04,3年或10万公里
北京,北京BJ30,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/448e361c30114bf38bc4f1c09495a63f~tplv-resize:640:0.png,3947,"[13.69, 9.99]",北京汽车,142,紧凑型SUV,汽油,2024.05,5年或15万公里
领克,领克03,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/496f813bab0e479cb6484b656f93e1d8~tplv-resize:640:0.png,3930,"[42.03, 11.18]",领克,143,紧凑型车,油电混合,2022.09,4年或10万公里
领克,领克06,https://p3-dcd.byteimg.com/img/motor-mis-img/189c2b11c6396ed5c63d9db5a57e6341~tplv-resize:640:0.png,3863,"[11.96, 10.96]",领克,144,小型SUV,汽油,2022.09,4年或10万公里
东风风神,风神L7 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/810ea03ad55e4827938121276962fb85~tplv-resize:640:0.png,3816,"[15.69, 12.49]",东风乘用车,145,紧凑型SUV,插电式混合动力,2024.04,10年不限里程(责任免除条款以官方为准）
北京,北京BJ40,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3a8235032015497c9b815308b121c4ba~tplv-resize:640:0.png,3749,"[26.99, 13.98]",北京汽车,146,紧凑型SUV,汽油,2023.11,5年或15万公里
ARCFOX极狐,极狐 阿尔法T5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/67e354e4850c48c4bd343e14d2fac9c5~tplv-resize:640:0.png,3702,"[16.8, 12.4]",北汽新能源,147,中型SUV,纯电动,2023.12,3年或12万公里
长安欧尚,长安欧尚X5 PLUS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a4616746e0c748508ba07e1c3909e58f~tplv-resize:640:0.png,3691,"[9.49, 7.19]",长安汽车,148,紧凑型SUV,汽油,2023.04,3年或10万公里
别克,昂科威,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e47a47ed27c24ca5ba2330559c6dd73a~tplv-resize:640:0.png,3672,"[24.09, 15.69]",上汽通用别克,149,中型SUV,48V轻混系统,2024.03,3年或10万公里
智己汽车,智己L6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/aa0d805e20f84922b25399f4d0af94c6~tplv-resize:640:0.png,3623,"[32.59, 20.49]",智己汽车,150,中大型车,纯电动,2024.05,5年或15万公里
奇瑞,瑞虎7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e8e158030a88406daaa7c7466c5f27ed~tplv-resize:640:0.png,3558,"[13.99, 6.99]",奇瑞汽车,151,紧凑型SUV,汽油,2024.05,3年或10万公里
奔驰,奔驰A级,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f3aa2146a74d47e3ab4844b147234e37~tplv-resize:640:0.png,3518,"[16.57, 15.08]",北京奔驰,152,紧凑型车,汽油,2024.03,3年不限公里
坦克,坦克500 Hi4-T,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d1d12a60d3544b438485a8e392d5b40f~tplv-resize:640:0.png,3417,"[33.5, 33.5]",长城汽车,153,中大型SUV,插电式混合动力,2023.06,5年或15万公里
奔腾,奔腾B70,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/39774d70f0c445a88fa3a332502c53e3~tplv-resize:640:0.png,3353,"[11.39, 7.59]",一汽奔腾,154,中型车,汽油,2024.04,3年或10万公里
比亚迪,宋L EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/2e28737a95cd4a9aba1b33c6bee37d69~tplv-resize:640:0.png,3283,"[24.98, 18.98]",比亚迪,155,中型SUV,纯电动,2023.12,6年或15万公里
广汽传祺,传祺GS3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a3e0987f48e44deb8709e776e4131cd7~tplv-resize:640:0.png,3267,"[9.98, 6.98]",广汽乘用车,156,小型SUV,汽油,2023.03,3年或10万公里
捷达,捷达VS5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5c03f20ae4d540638d295c0636a0d4c5~tplv-resize:640:0.png,3258,"[10.69, 6.96]",一汽-大众捷达,157,紧凑型SUV,汽油,2024.04,3年或10万公里
ARCFOX极狐,极狐 考拉,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/61a295098a194091a94639d40b5c10a6~tplv-resize:640:0.png,3250,"[15.88, 11.98]",北汽新能源,158,紧凑型MPV,纯电动,2023.09,5年或12万公里
大众,探影,https://p3-dcd.byteimg.com/img/motor-mis-img/1f13ff8a44ab52143390f45ff0a7b8b5~tplv-resize:640:0.png,3198,"[12.89, 8.39]",一汽-大众,159,小型SUV,汽油,2023.09,3年或10万公里
奥迪,奥迪Q3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1c04470ca1254ad18552cabef768699e~tplv-resize:640:0.png,3121,"[21.83, 18.18]",一汽-大众奥迪,160,紧凑型SUV,汽油,2023.08,3年或10万公里
东风风神,皓瀚,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7a07d88623a346058756af5631710351~tplv-resize:640:0.png,3102,"[12.19, 8.69]",东风乘用车,161,紧凑型SUV,汽油,2024.03,3年或10万公里
吉利银河,银河E8,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/de6b6d01181f4d3abb49d483614254cc~tplv-resize:640:0.png,3077,"[22.38, 16.08]",吉利银河,162,中大型车,纯电动,2024.04,6年或15万公里
别克,君威,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/65ca9a0988cf45e29d3c04aca829f355~tplv-resize:640:0.png,3004,"[19.48, 10.98]",上汽通用别克,163,中型车,汽油,2023.07,3年或10万公里
马自达,马自达3 昂克赛拉,https://p3-dcd.byteimg.com/img/motor-mis-img/2ed9950bbf60e473727cf3735528e032~tplv-resize:640:0.png,2998,"[17.99, 8.79]",长安马自达,164,紧凑型车,汽油,2023.07,3年或10万公里
长安,长安CS55 PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8727a564bae045058a6c89a8395c2612~tplv-resize:640:0.png,2988,"[11.39, 7.79]",长安汽车,165,紧凑型SUV,汽油,2023.09,3年或10万公里
蔚来,蔚来ET5,https://p3-dcd.byteimg.com/img/motor-mis-img/6b3472130dfd56454f65df80d9f461f6~tplv-resize:640:0.png,2979,"[35.6, 29.8]",蔚来,166,中型车,纯电动,2024.02,3年或12万公里
奥迪,奥迪A7L,https://p3-dcd.byteimg.com/img/motor-mis-img/2d8a5201cffa633101a59b71d00fafef~tplv-resize:640:0.png,2951,"[60.22, 37.87]",上汽奥迪,167,中大型车,汽油,2024.03,3年或10万公里
五菱汽车,五菱星光EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cc1819763a5a447c919bf9faef26a93c~tplv-resize:640:0.png,2929,"[10.98, 9.98]",上汽通用五菱,168,紧凑型车,纯电动,2024.04,6年或15万公里
岚图,岚图梦想家 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a34b5cd70b954cb1abb155118d94e8a4~tplv-resize:640:0.png,2926,"[63.99, 30.99]",岚图汽车,169,中大型MPV,插电式混合动力,2023.10,5年或10万公里
现代,途胜,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f2f194412c334188ace3731595a91729~tplv-resize:640:0.png,2780,"[19.08, 12.68]",北京现代,170,紧凑型SUV,汽油,2022.11,可选:3年或15万公里/5年或10万公里/7年或7万公里
捷途,捷途X90,https://p3-dcd.byteimg.com/img/motor-mis-img/db9398d99c107b4ee74543a8fa39cc8a~tplv-resize:640:0.png,2777,"[16.29, 12.99]",奇瑞汽车,171,中型SUV,汽油,2022.11,4年或10万公里
大众,ID.4 X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d16a58d2e5694b7b84ba28604a6421e0~tplv-resize:640:0.png,2760,"[22.34, 14.98]",上汽大众,172,紧凑型SUV,纯电动,2024.07,3年或10万公里
本田,奥德赛,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/77ceb3fa8b664dfd8457a5b57ef84042~tplv-resize:640:0.png,2740,"[39.48, 19.28]",广汽本田,173,中型MPV,油电混合,2023.06,3年或10万公里
大众,高尔夫,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4fc088b811b34649b7293e1446212e1f~tplv-resize:640:0.png,2706,"[20.78, 12.78]",一汽-大众,174,紧凑型车,汽油,2024.07,3年或10万公里
方程豹,豹5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5c4dd30eca44470a917d366c05db05b5~tplv-resize:640:0.png,2680,"[30.28, 23.98]",方程豹,175,中型SUV,插电式混合动力,2024.04,6年或15万公里
大众,揽巡,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c9d9e77cdf5462a86c515692b23c0e7~tplv-resize:640:0.png,2670,"[26.59, 20.09]",一汽-大众,176,中大型SUV,汽油,2024.06,3年或10万公里
红旗,红旗HS3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/130d0777d22c4e7aba7791c0ee645462~tplv-resize:640:0.png,2653,"[17.08, 12.08]",一汽红旗,177,紧凑型SUV,汽油,2023.07,4年或10万公里
长安欧尚,长安欧尚Z6,https://p3-dcd.byteimg.com/img/motor-mis-img/252d100a630cf9298e8d357fe7ee8ffc~tplv-resize:640:0.png,2574,"[12.09, 8.69]",长安汽车,178,紧凑型SUV,汽油,2023.06,3年或10万公里
奔腾,奔腾NAT,https://p3-dcd.byteimg.com/img/motor-mis-img/86e59b68321279091b353bb89ec0d411~tplv-resize:640:0.png,2489,"[16.48, 14.98]",一汽奔腾,179,紧凑型MPV,纯电动,2023.02,3年或30万公里
奇瑞,探索06,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/93b15f0f1967433faca5cac4ef9289cd~tplv-resize:640:0.png,2485,"[14.49, 10.19]",奇瑞汽车,180,紧凑型SUV,汽油,2024.04,3年或10万公里
沃尔沃,沃尔沃S90,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d0dcc7887fa74d1bb726f006f313adb2~tplv-resize:640:0.png,2485,"[36.3, 29.85]",沃尔沃亚太,181,中大型车,48V轻混系统,2024.06,3年不限公里
蔚来,蔚来EC6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e3362ddc7fbb4a13a303fc940c09d0fe~tplv-resize:640:0.png,2481,"[41.6, 35.8]",蔚来,182,中型SUV,纯电动,2024.02,3年或12万公里
东风奕派,eπ007,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/800b755e8da547419991b18a5767796c~tplv-resize:640:0.png,2426,"[16.96, 13.66]",东风乘用车,183,中大型车,增程式,2024.02,3年或10万公里
广汽传祺,传祺GS4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3a5e2422597647f882593d68647ec164~tplv-resize:640:0.png,2414,"[11.68, 10.08]",广汽乘用车,184,紧凑型SUV,汽油,2024.04,3年或10万公里
广汽传祺,传祺E8 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6a36b18458d54bbcb9273c6aed5a7171~tplv-resize:640:0.png,2391,"[23.58, 20.98]",广汽乘用车,185,中型MPV,插电式混合动力,2023.11,3年或10万公里
本田,本田HR-V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/24baeca15ca34c83a4e9ceaf09de58ea~tplv-resize:640:0.png,2389,"[18.59, 11.99]",东风本田,186,紧凑型SUV,汽油,2024.04,3年或10万公里
吉利汽车,博越,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c591393097534aa39a6e665dbf35d86b~tplv-resize:640:0.png,2372,"[11.38, 7.98]",吉利汽车,187,紧凑型SUV,汽油,2024.06,4年或10万公里
捷途,捷途大圣,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e467ab987a9c4bf7930b0af3ad27c9f6~tplv-resize:640:0.png,2362,"[11.99, 8.49]",奇瑞汽车,188,紧凑型SUV,汽油,2024.04,4年或10万公里
奇瑞,风云A8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0b64ed1738ea4ac7ba2d7578b79d585c~tplv-resize:640:0.png,2356,"[12.99, 9.99]",奇瑞汽车,189,紧凑型车,插电式混合动力,2024.01,3年或10万公里
智界,智界S7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0e17f8fdf5994a98aab29bf74279e0bf~tplv-resize:640:0.png,2306,"[34.98, 24.98]",智界汽车,190,中大型车,纯电动,2024.04,4年或10万公里
福特,锐界,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cad5d4e17ca14279b93666d6e3164c3d~tplv-resize:640:0.png,2294,"[29.18, 21.18]",长安福特,191,中型SUV,汽油,2024.04,3年或10万公里
雪佛兰,科鲁泽,https://p3-dcd.byteimg.com/img/motor-mis-img/f63e0947469ae2d9cee05bbdc33f514f~tplv-resize:640:0.png,2286,"[7.09, 5.69]",上汽通用雪佛兰,192,紧凑型车,汽油,2023.06,3年或10万公里
名爵,MG5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d6a56e2049ac4b208d49d4f02f2916c3~tplv-resize:640:0.png,2270,"[8.59, 5.39]",上汽集团,193,紧凑型车,汽油,2023.05,3年或10万公里
日产,奇骏,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5ae572c93a99402d89bab23657b64d6e~tplv-resize:640:0.png,2255,"[20.29, 11.99]",东风日产,194,紧凑型SUV,汽油,2023.09,3年或10万公里
东风纳米,纳米01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/41f1b82ed40042a88bf6c8de6cddbf9f~tplv-resize:640:0.png,2251,"[10.18, 6.98]",东风汽车,195,小型车,纯电动,2024.01,3年不限里程
smart,smart精灵#1,https://p9-dcd.byteimg.com/img/motor-mis-img/d3dc084ea15c3a5ddb79094343132daa~tplv-resize:640:0.png,2245,"[25.49, 15.49]",smart,196,小型SUV,纯电动,2024.04,4年或15万公里
吉利汽车,缤瑞,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9ce764ca8f1a48a0890408952f1ad593~tplv-resize:640:0.png,2220,"[8.78, 7.48]",吉利汽车,197,紧凑型车,汽油,2023.08,4年或10万公里
小鹏汽车,小鹏G9,https://p9-dcd.byteimg.com/img/motor-mis-img/57c7fd76817fb6148dce372c42acc18c~tplv-resize:640:0.png,2190,"[33.99, 24.39]",小鹏汽车,198,中大型SUV,纯电动,2023.09,5年或12万公里
林肯,航海家,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/db4c45d357eb479ca8ba4ed41f93fc5e~tplv-resize:640:0.png,2179,"[44.38, 30.38]",长安林肯,199,中型SUV,汽油,2023.04,5年或14万公里
蓝电,蓝电E5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a85640b7405f4d3889bc55d63edbd0c8~tplv-resize:640:0.png,2173,"[12.18, 9.98]",赛力斯蓝电汽车,200,中型SUV,插电式混合动力,2024.04,6年或15万公里
奇瑞,艾瑞泽5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/aef5212cbadd4c05a9c450eaed0813e1~tplv-resize:640:0.png,2135,"[6.89, 5.29]",奇瑞汽车,201,紧凑型车,汽油,2023.10,3年或10万公里
大众,大众CC,https://p3-dcd.byteimg.com/img/motor-mis-img/bc1a1cfcace04020b804932bd5c78749~tplv-resize:640:0.png,2105,"[23.79, 18.49]",一汽-大众,202,中型车,汽油,2024.07,3年或10万公里
比亚迪,比亚迪e2,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b8781cd4b8d749f997db471d7ee5b563~tplv-resize:640:0.png,2091,"[14.78, 8.98]",比亚迪,203,紧凑型车,纯电动,2024.03,6年或15万公里
腾势,腾势N7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/64c39c89935142829cfe0ca295dc9538~tplv-resize:640:0.png,2089,"[32.98, 23.98]",腾势汽车,204,中型SUV,纯电动,2024.04,6年或15万公里
奇瑞新能源,QQ冰淇淋,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b949ba428bc143aeb2bcfdef93eb7f61~tplv-resize:640:0.png,2074,"[5.69, 2.99]",奇瑞新能源,205,微型车,纯电动,2024.04,3年或10万公里
智己汽车,智己LS6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1d808aff9bfd4dfa9ab5f7296c7c4544~tplv-resize:640:0.png,2013,"[28.19, 20.99]",智己汽车,206,中大型SUV,纯电动,2023.10,5年或15万公里
五菱汽车,五菱荣光,https://p3-dcd.byteimg.com/img/motor-mis-img/efe0d84f810fe914c7149c51a6c1658e~tplv-resize:640:0.png,2010,"[4.755, 4.09]",上汽通用五菱,207,微面,汽油,2023.04,3年或6万公里
吉利汽车,豪越L,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/35f4fe1d9d7240879696d2d7774573d5~tplv-resize:640:0.png,2009,"[13.29, 11.29]",吉利汽车,208,中型SUV,汽油,2023.11,4年或10万公里
丰田,威飒,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/97f0b1f0d49d4d95845a17fda2bf026e~tplv-resize:640:0.png,1969,"[26.88, 17.68]",广汽丰田,209,中型SUV,汽油,2024.06,3年或10万公里
阿维塔,阿维塔 12,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9f103ca925eb42b0af887cc4011f7193~tplv-resize:640:0.png,1959,"[37.88, 26.58]",阿维塔科技,210,中大型车,纯电动,2024.03,5年或12万公里
岚图,岚图FREE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/35252dbdd8d34ef7aacde273feaf5073~tplv-resize:640:0.png,1939,"[24.79, 21.99]",岚图汽车,211,中大型SUV,增程式,2024.06,5年或10万公里
吉利几何,吉利几何E萤火虫,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ab171bed6a464941a57445172e7bf752~tplv-resize:640:0.png,1916,"[8.08, 5.98]",吉利几何,212,小型SUV,纯电动,2024.03,4年或10万公里
魏牌,蓝山,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d81ba06d1efb4049a67bd2fd3b4e7f03~tplv-resize:640:0.png,1902,"[30.88, 27.38]",长城汽车,213,中大型SUV,插电式混合动力,2023.04,5年或15万公里
长安欧尚,长安欧尚X7 PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/792f6cb783e54f76b76081f54eb719ad~tplv-resize:640:0.png,1871,"[11.99, 6.59]",长安汽车,214,紧凑型SUV,汽油,2023.04,3年或10万公里
广汽传祺,传祺GS8,https://p3-dcd.byteimg.com/img/motor-mis-img/bef1e4e3b0a6fa8de3a3887dcaaad449~tplv-resize:640:0.png,1849,"[25.98, 15.68]",广汽乘用车,215,中型SUV,汽油,2024.05,5年或15万公里
五菱汽车,五菱佳辰,https://p3-dcd.byteimg.com/img/motor-mis-img/1d111f4c68dbfde0d1fd3c455a3a2db7~tplv-resize:640:0.png,1779,"[11.58, 6.88]",上汽通用五菱,216,紧凑型MPV,油电混合,2023.06,3年或10万公里
东风风神,奕炫,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f2597be887af41fdb6174c3200a98d2c~tplv-resize:640:0.png,1777,"[9.39, 5.79]",东风乘用车,217,紧凑型车,汽油,2024.01,3年或10万公里
奔腾,奔腾小马,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/be315b47d3bc4f28bad76776cebc25c4~tplv-resize:640:0.png,1764,"[3.19, 2.49]",一汽奔腾,218,微型车,纯电动,2024.08,3年或10万公里
马自达,马自达CX-5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cd0afa2cba3f4fba8cfdac2c4417a60b~tplv-resize:640:0.png,1755,"[18.98, 11.58]",长安马自达,219,紧凑型SUV,汽油,2023.09,3年或10万公里
本田,艾力绅,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d874253ddcab4fbeac2e52354f3d9e62~tplv-resize:640:0.png,1730,"[27.68, 22.48]",东风本田,220,中型MPV,油电混合,2023.07,3年或10万公里
零跑汽车,零跑C01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7f0665963c5840f1b242d1f14a6e970c~tplv-resize:640:0.png,1720,"[15.88, 13.68]",零跑汽车,221,中大型车,纯电动,2024.03,4年或12万公里
宝马,宝马iX1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/95a97101ab9a485e88774be29273a9ea~tplv-resize:640:0.png,1708,"[22.49, 18.49]",华晨宝马,222,紧凑型SUV,纯电动,2023.08,3年或10万公里
小鹏汽车,小鹏X9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dea281f2400b459897787fc584c29832~tplv-resize:640:0.png,1687,"[41.97, 35.97]",小鹏汽车,223,中大型MPV,纯电动,2024.01,5年或12万公里
埃安,AION V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/614a4621253c4dc798362d4a8600376e~tplv-resize:640:0.png,1680,"[18.98, 12.98]",广汽埃安新能源,224,紧凑型SUV,纯电动,2024.07,4年或15万公里
广汽传祺,影豹,https://p3-dcd.byteimg.com/img/motor-mis-img/d0be756edf1c5cf4c9e6552497309e85~tplv-resize:640:0.png,1671,"[15.5, 9.6]",广汽乘用车,225,紧凑型车,汽油,2024.05,3年或10万公里
沃尔沃,沃尔沃S60,https://p3-dcd.byteimg.com/img/motor-mis-img/917e910a69010277adf7b04033758613~tplv-resize:640:0.png,1671,"[26.81, 19.9]",沃尔沃亚太,226,中型车,48V轻混系统,2024.06,3年不限公里
名爵,MG7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b0f952ca6faf46b1bb0fc809ab964a49~tplv-resize:640:0.png,1667,"[16.38, 11.38]",上汽集团,227,中型车,汽油,2023.03,3年或10万公里
SRM鑫源,金海狮,https://p3-dcd.byteimg.com/img/motor-mis-img/420edba187de7d68b797455324ccd5af~tplv-resize:640:0.png,1636,"[10.59, 6.09]",鑫源汽车,228,微面,汽油,2023.09,2年或10万公里
